Sl.No,Model Year,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption (City (L/100 km),Fuel Consumption(Hwy (L/100 km)),Fuel Consumption(Comb (L/100 km)),Fuel Consumption(Comb (mpg)),CO2 Emission Rating
1017,2022,Bentley,Flying Spur,Mid-size,6,12,AM8,Z,19.2,12.2,16,18,3
1018,2022,BMW,330i xDrive Sedan,Compact,2,4,AS8,Z,9.5,6.9,8.3,34,7
1019,2022,BMW,430i xDrive Cabriolet,Subcompact,2,4,AS8,Z,10,7.1,8.7,32,7
1020,2022,BMW,430i xDrive Coupe,Subcompact,2,4,AS8,Z,10,7.1,8.7,32,7
1021,2022,BMW,530i xDrive Sedan,Mid-size,2,4,AS8,Z,10.1,7.4,8.9,32,7
1022,2022,BMW,540i xDrive Sedan,Full-size,3,6,AS8,Z,10.5,8.1,9.4,30,5
1023,2022,BMW,750i xDrive Sedan,Full-size,4.4,8,AS8,Z,13.9,9.6,12,24,3
1024,2022,BMW,750Li xDrive Sedan,Full-size,4.4,8,AS8,Z,13.9,9.6,12,24,3
1025,2022,BMW,Alpina B7,Full-size,4.4,8,AS8,Z,13.9,9.6,12,24,3
1026,2022,BMW,Alpina B8 Gran Coupe,Mid-size,4.4,8,AS8,Z,13.9,9.6,12,24,3
1027,2022,BMW,Alpina XB7,SUV: Standard,4.4,8,AS8,Z,15.7,11.5,13.8,20,3
1028,2022,BMW,M235i xDrive Gran Coupe,Compact,2,4,AS8,Z,10.4,7.8,9.2,31,3
1029,2022,BMW,M240i xDrive Coupe,Subcompact,3,6,AS8,Z,10.4,7.5,9.1,31,5
1030,2022,BMW,M3 Sedan,Compact,3,6,M6,Z,14.7,10.1,12.6,22,5
1031,2022,BMW,M3 Competition Sedan,Compact,3,6,AS8,Z,14.5,10.2,12.6,22,5
1032,2022,BMW,M3 Competition Sedan M xDrive,Compact,3,6,AS8,Z,14.6,10.5,12.7,22,5
1033,2022,BMW,M340i xDrive Sedan,Compact,3,6,AS8,Z,10.4,7.7,9.2,31,5
1034,2022,BMW,M4 Competition Cabriolet M xDrive,Subcompact,3,6,AS8,Z,15.1,10.4,12.9,22,5
1035,2022,BMW,M4 Coupe,Subcompact,3,6,M6,Z,14.7,10.1,12.6,22,5
1036,2022,BMW,M4 Competition Coupe,Subcompact,3,6,AS8,Z,14.5,10.2,12.6,22,5
1037,2022,BMW,M4 Competition Coupe M xDrive,Subcompact,3,6,AS8,Z,14.6,10.5,12.7,22,5
1038,2022,BMW,M440i xDrive Cabriolet,Subcompact,3,6,AS8,Z,10.4,7.4,9.1,31,5
1039,2022,BMW,M440i xDrive Coupe,Subcompact,3,6,AS8,Z,10.4,7.7,9.2,31,5
1040,2022,BMW,M440i xDrive Gran Coupe,Compact,3,6,AS8,Z,10.9,8,9.6,29,5
1041,2022,BMW,M5 Sedan,Mid-size,4.4,8,AS8,Z,16.1,11,13.8,20,3
1042,2022,BMW,M5 Competition,Mid-size,4.4,8,AS8,Z,16.1,11,13.8,20,3
1043,2022,BMW,M5 CS,Mid-size,4.4,8,AS8,Z,16.1,11,13.8,20,3
1044,2022,BMW,M550i xDrive Sedan,Mid-size,4.4,8,AS8,Z,13.5,9.3,11.6,24,3
1045,2022,BMW,M760i xDrive Sedan,Full-size,6.6,12,AS8,Z,17.8,11.9,15.1,19,3
1046,2022,BMW,M8 Cabriolet,Subcompact,4.4,8,AS8,Z,16.1,11,13.8,20,3
1047,2022,BMW,M8 Cabriolet Competition,Subcompact,4.4,8,AS8,Z,16.1,11,13.8,20,3
1048,2022,BMW,M8 Coupe,Subcompact,4.4,8,AS8,Z,16.1,11,13.8,20,3
1049,2022,BMW,M8 Coupe Competition,Subcompact,4.4,8,AS8,Z,16.1,11,13.8,20,3
1050,2022,BMW,M8 Gran Coupe,Mid-size,4.4,8,AS8,Z,16.1,11,13.8,20,3
1051,2022,BMW,M8 Gran Coupe Competition,Mid-size,4.4,8,AS8,Z,16.1,11,13.8,20,3
1052,2022,BMW,M850i xDrive Cabriolet,Subcompact,4.4,8,AS8,Z,13.9,9.6,12,24,3
1053,2022,BMW,M850i xDrive Coupe,Subcompact,4.4,8,AS8,Z,13.5,9.3,11.6,24,3
1054,2022,BMW,M850i xDrive Gran Coupe,Mid-size,4.4,8,AS8,Z,13.9,9.6,12,24,3
1055,2022,BMW,X1 xDrive28i,SUV: Small,2,4,AS8,Z,10.3,7.7,9.1,31,7
1056,2022,BMW,X2 xDrive28i,SUV: Small,2,4,AS8,Z,9.9,7.6,8.8,32,7
1057,2022,BMW,X2 M35i,SUV: Small,2,4,AS8,Z,9.9,7.6,8.9,32,3
1058,2022,BMW,X3 xDrive30i,SUV: Small,2,4,AS8,Z,11,8.5,9.9,29,7
1059,2022,BMW,X3 M,SUV: Small,3,6,AS8,Z,15.7,11.7,13.9,20,3
1060,2022,BMW,X3 M Competition,SUV: Small,3,6,AS8,Z,15.7,11.7,13.9,20,3
1061,2022,BMW,X3 M40i,SUV: Small,3,6,AS8,Z,11.2,9.1,10.3,27,5
1062,2022,BMW,X4 xDrive30i,SUV: Small,2,4,AS8,Z,11,8.5,9.9,29,7
1063,2022,BMW,X4 M,SUV: Small,3,6,AS8,Z,15.7,11.7,13.9,20,3
1064,2022,BMW,X4 M Competition,SUV: Small,3,6,AS8,Z,15.7,11.7,13.9,20,3
1065,2022,BMW,X4 M40i,SUV: Small,3,6,AS8,Z,11.2,9.1,10.3,27,5
1066,2022,BMW,X5 xDrive40i,SUV: Standard,3,6,AS8,Z,11.3,9.2,10.4,27,3
1067,2022,BMW,X5 M,SUV: Standard,4.4,8,AS8,Z,17.9,13,15.7,18,3
1068,2022,BMW,X5 M Competition,SUV: Standard,4.4,8,AS8,Z,17.9,13,15.7,18,3
1069,2022,BMW,X5 M50i,SUV: Standard,4.4,8,AS8,Z,14.4,10.6,12.7,22,3
1070,2022,BMW,X6 xDrive40i,SUV: Standard,3,6,AS8,Z,11.3,9.2,10.4,27,3
1071,2022,BMW,X6 M,SUV: Standard,4.4,8,AS8,Z,17.9,13,15.7,18,3
1072,2022,BMW,X6 M Competition,SUV: Standard,4.4,8,AS8,Z,17.9,13,15.7,18,3
1073,2022,BMW,X6 M50i,SUV: Standard,4.4,8,AS8,Z,14.4,10.6,12.7,22,3
1074,2022,BMW,X7 xDrive40i,SUV: Standard,3,6,AS8,Z,12.1,9.8,11.1,25,3
1075,2022,BMW,X7 M50i,SUV: Standard,4.4,8,AS8,Z,15.7,11.5,13.8,20,3
1076,2022,BMW,Z4 sDrive30i,Two-seater,2,4,AS8,Z,9.4,7.4,8.5,33,7
1077,2022,BMW,Z4 M40i,Two-seater,3,6,AS8,Z,10.8,8.1,9.6,29,5
1078,2022,Bugatti,Chiron,Two-seater,8,16,AM7,Z,26.8,16.6,22.2,13,1
1079,2022,Bugatti,Chiron Pur Sport,Two-seater,8,16,AM7,Z,30.3,20.9,26.1,11,1
1080,2022,Bugatti,Chiron Super Sport,Two-seater,8,16,AM7,Z,30.3,20.9,26.1,11,1
1081,2022,Buick,Enclave,SUV: Standard,3.6,6,A9,X,13,9.1,11.2,25,6
1082,2022,Buick,Enclave AWD,SUV: Standard,3.6,6,A9,X,13.6,9.6,11.8,24,6
1083,2022,Buick,Encore,SUV: Small,1.4,4,AS6,X,9.7,7.3,8.6,33,7
1084,2022,Buick,Encore AWD,SUV: Small,1.4,4,AS6,X,10.2,7.7,9.1,31,7
1085,2022,Buick,Encore GX,SUV: Small,1.2,3,AV,X,8,7.6,7.8,36,7
1086,2022,Buick,Encore GX,SUV: Small,1.3,3,AV,X,8.2,7.4,7.9,36,7
1087,2022,Buick,Encore GX AWD,SUV: Small,1.3,3,A9,X,9,8.2,8.6,33,7
1088,2022,Buick,Envision,SUV: Small,2,4,AS9,X,10,7.6,8.9,32,7
1089,2022,Buick,Envision AWD,SUV: Small,2,4,AS9,X,10.5,8.2,9.5,30,7
1090,2022,Cadillac,CT4,Compact,2,4,AS8,Z,10.2,7,8.8,32,7
1091,2022,Cadillac,CT4,Compact,2.7,4,AS10,Z,11,7.6,9.5,30,6
1092,2022,Cadillac,CT4 AWD,Compact,2,4,AS8,Z,10.5,7.6,9.2,31,7
1093,2022,Cadillac,CT4 AWD,Compact,2.7,4,AS10,Z,11.4,8.2,10,28,6
1094,2022,Cadillac,CT4-V,Compact,2.7,4,AS10,Z,11.9,8.2,10.2,28,6
1095,2022,Cadillac,CT4-V AWD,Compact,2.7,4,AS10,Z,12,8.4,10.4,27,6
1096,2022,Cadillac,CT4-V Blackwing,Compact,3.6,6,AS10,Z,15,9.7,12.6,22,5
1097,2022,Cadillac,CT4-V Blackwing,Compact,3.6,6,M6,Z,15.2,10.2,13,22,5
1098,2022,Cadillac,CT5,Mid-size,2,4,AS10,Z,10.3,7.1,8.8,32,7
1099,2022,Cadillac,CT5,Mid-size,3,6,AS10,Z,12.4,8.7,10.7,26,5
1100,2022,Cadillac,CT5 AWD,Mid-size,2,4,AS10,Z,10.9,7.8,9.5,30,7
1101,2022,Cadillac,CT5 AWD,Mid-size,3,6,AS10,Z,12.8,9.1,11.1,25,5
1102,2022,Cadillac,CT5-V,Mid-size,3,6,AS10,Z,12.8,8.7,11,26,5
1103,2022,Cadillac,CT5-V AWD,Mid-size,3,6,AS10,Z,12.8,9.1,11.1,25,5
1104,2022,Cadillac,CT5-V Blackwing,Mid-size,6.2,8,AS10,Z,18.1,10.7,14.8,19,3
1105,2022,Cadillac,CT5-V Blackwing,Mid-size,6.2,8,M6,Z,18.3,11.4,15.2,19,3
1106,2022,Cadillac,Escalade 4WD,SUV: Standard,3,6,A10,D,11.7,9,10.5,27,3
1107,2022,Cadillac,Escalade 4WD,SUV: Standard,6.2,8,A10,Z,16.3,12.7,14.7,19,6
1108,2022,Cadillac,Escalade 4WD (No Stop-Start),SUV: Standard,6.2,8,A10,Z,17,12.7,15.1,19,6
1109,2022,Cadillac,XT4,SUV: Small,2,4,AS9,Z,10,7.8,9,31,7
1110,2022,Cadillac,XT4 AWD,SUV: Small,2,4,AS9,Z,10.9,8.2,9.7,29,7
1111,2022,Cadillac,XT5,SUV: Small,2,4,AS9,Z,10.8,8.2,9.6,29,7
1112,2022,Cadillac,XT5 AWD,SUV: Small,2,4,AS9,Z,11.2,8.7,10.1,28,7
1113,2022,Cadillac,XT5 AWD,SUV: Small,3.6,6,AS9,X,12.9,9.2,11.2,25,6
1114,2022,Cadillac,XT6 AWD,SUV: Small,2,4,AS9,Z,11.2,9,10.2,28,7
1115,2022,Cadillac,XT6 AWD,SUV: Small,3.6,6,AS9,X,13.1,9.5,11.5,25,6
1116,2022,Chevrolet,Blazer,SUV: Small,2,4,A9,X,10.6,8,9.4,30,7
1117,2022,Chevrolet,Blazer,SUV: Small,3.6,6,A9,X,12.3,8.8,10.7,26,6
1118,2022,Chevrolet,Blazer AWD,SUV: Small,2,4,A9,X,10.8,8.7,9.9,29,7
1119,2022,Chevrolet,Blazer AWD,SUV: Small,3.6,6,A9,X,12.6,9.2,11,26,6
1120,2022,Chevrolet,Camaro,Subcompact,2,4,AS8,Z,10.9,7.8,9.5,30,5
1121,2022,Chevrolet,Camaro,Subcompact,2,4,M6,Z,12.6,8,10.5,27,5
1122,2022,Chevrolet,Camaro,Subcompact,3.6,6,AS10,X,12.8,8.1,10.7,26,6
1123,2022,Chevrolet,Camaro,Subcompact,3.6,6,M6,X,14.4,9.1,12,24,6
1124,2022,Chevrolet,Camaro SS,Subcompact,6.2,8,AS10,Z,14.6,8.9,12,24,1
1125,2022,Chevrolet,Camaro SS,Subcompact,6.2,8,M6,Z,14.9,9.9,12.6,22,1
1126,2022,Chevrolet,Camaro ZL1,Subcompact,6.2,8,AS10,Z,18.3,11.2,15.1,19,1
1127,2022,Chevrolet,Camaro ZL1,Subcompact,6.2,8,M6,Z,17.2,12,14.9,19,1
1128,2022,Chevrolet,Colorado,Pickup truck: Small,2.5,4,A6,X,12.2,9.4,10.9,26,6
1129,2022,Chevrolet,Colorado,Pickup truck: Small,2.8,4,A6,D,11.8,7.9,10.1,28,3
1130,2022,Chevrolet,Colorado,Pickup truck: Small,3.6,6,A8,X,12.9,9.3,11.3,25,6
1131,2022,Chevrolet,Colorado 4WD,Pickup truck: Small,2.5,4,A6,X,12.6,9.9,11.4,25,6
1132,2022,Chevrolet,Colorado 4WD,Pickup truck: Small,2.8,4,A6,D,12.2,8.4,10.5,27,3
1133,2022,Chevrolet,Colorado 4WD,Pickup truck: Small,3.6,6,A8,X,14,9.9,12.1,23,6
1134,2022,Chevrolet,Colorado ZR2 4WD,Pickup truck: Small,2.8,4,A6,D,13.3,10.6,12.1,23,3
1135,2022,Chevrolet,Colorado ZR2 4WD,Pickup truck: Small,3.6,6,A8,X,15,13,14.1,20,6
1136,2022,Chevrolet,Corvette,Two-seater,6.2,8,AS8,Z,15.1,9.6,12.6,22,5
1137,2022,Chevrolet,Equinox,SUV: Small,1.5,4,A6,X,8.9,7.7,8.4,34,7
1138,2022,Chevrolet,Equinox AWD,SUV: Small,1.5,4,A6,X,9.4,8,8.8,32,7
1139,2022,Chevrolet,Malibu,Mid-size,1.5,4,AV,X,8.2,6.6,7.5,38,7
1140,2022,Chevrolet,Malibu,Mid-size,2,4,A9,Z,10.7,7.1,9.1,31,5
1141,2022,Chevrolet,Silverado,Pickup truck: Standard,2.7,4,A8,X,12.5,10.6,11.6,24,6
1142,2022,Chevrolet,Silverado,Pickup truck: Standard,3,6,A10,D,10.2,7.5,8.9,32,3
1143,2022,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A6,X,16.2,12.3,14.5,19,3
1144,2022,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A6,E,21.5,16,19.1,15,3
1145,2022,Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A8,X,15.1,11.3,13.4,21,6
1146,2022,Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A10,X,14.4,11.3,13,22,6
1147,2022,Chevrolet,Silverado 4WD,Pickup truck: Standard,2.7,4,A8,X,13.9,12,13.1,22,6
1148,2022,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,2.7,4,A8,X,14.7,13.1,14,20,6
1149,2022,Chevrolet,Silverado 4WD,Pickup truck: Standard,3,6,A10,D,10.9,9.1,10.1,28,3
1150,2022,Chevrolet,Silverado 4WD (With Sport Mode),Pickup truck: Standard,3,6,A10,D,10.5,9.1,9.9,29,3
1151,2022,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,3,6,A10,D,11.8,10.3,11.2,25,3
1152,2022,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A6,X,16.5,12.8,14.8,19,3
1153,2022,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A6,E,22,16.4,19.5,14,3
1154,2022,Chevrolet,Silverado 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A6,X,17.4,14.7,16.2,17,3
1155,2022,Chevrolet,Silverado 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8,A6,E,23.1,19.6,21.5,13,3
1156,2022,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A8,X,15.6,11.9,13.9,20,6
1157,2022,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8,A8,X,16.9,13.3,15.3,18,6
1158,2022,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A10,X,14.7,11.8,13.4,21,6
1159,2022,Chevrolet,Silverado 4WD (No DFM),Pickup truck: Standard,5.3,8,A10,X,16.8,12.4,14.8,19,6
1160,2022,Chevrolet,Silverado 4WD (With Sport Mode),Pickup truck: Standard,5.3,8,A10,X,15.3,12.3,13.9,20,6
1161,2022,Chevrolet,Silverado 4WD (No Stop-Start),Pickup truck: Standard,5.3,8,A10,X,16.1,12.4,14.4,20,6
1162,2022,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8,A10,X,16.6,14,15.4,18,6
1163,2022,Chevrolet,Silverado 4WD Mud Terrain Tire (No Stop-Start),Pickup truck: Standard,5.3,8,A10,X,16.8,13.9,15.5,18,6
1164,2022,Chevrolet,Silverado 4WD Mud Terrain Tire (No DFM),Pickup truck: Standard,5.3,8,A10,X,18.1,13.8,16.2,17,6
1165,2022,Chevrolet,Silverado 4WD,Pickup truck: Standard,6.2,8,A10,Z,15.7,11.9,14,20,6
1166,2022,Chevrolet,Silverado 4WD (No Stop-Start),Pickup truck: Standard,6.2,8,A10,Z,16.6,12.3,14.7,19,6
1167,2022,Chevrolet,Silverado 4WD Custom Trail Boss,Pickup truck: Standard,6.2,8,A10,Z,16.5,13.2,15,19,6
1168,2022,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,6.2,8,A10,Z,16.5,13.2,15,19,6
1169,2022,Chevrolet,Silverado 4WD Mud Terrain Tire (No Stop-Start),Pickup truck: Standard,6.2,8,A10,Z,18.2,14.2,16.4,17,6
1170,2022,Chevrolet,Silverado 4WD ZR2,Pickup truck: Standard,6.2,8,A10,Z,16.7,14.1,15.5,18,6
1171,2022,Chevrolet,Spark,Subcompact,1.4,4,AV,X,7.7,6.2,7,40,5
1172,2022,Chevrolet,Spark,Subcompact,1.4,4,M5,X,8,6.2,7.2,39,5
1173,2022,Chevrolet,Suburban,SUV: Standard,3,6,A10,D,11.2,8.7,10.1,28,3
1174,2022,Chevrolet,Suburban,SUV: Standard,5.3,8,A10,X,15.8,11.8,14,20,6
1175,2022,Chevrolet,Suburban (No Stop-Start),SUV: Standard,5.3,8,A10,X,16,11.9,14.1,20,6
1176,2022,Chevrolet,Suburban 4WD,SUV: Standard,3,6,A10,D,11.7,9,10.5,27,3
1177,2022,Chevrolet,Suburban 4WD,SUV: Standard,5.3,8,A10,X,15.9,12.4,14.3,20,6
1178,2022,Chevrolet,Suburban 4WD (No Stop-Start),SUV: Standard,5.3,8,A10,X,17,12.7,15.1,19,6
1179,2022,Chevrolet,Suburban 4WD,SUV: Standard,6.2,8,A10,Z,16.3,12.7,14.7,19,6
1180,2022,Chevrolet,Suburban 4WD (No Stop-Start),SUV: Standard,6.2,8,A10,Z,17,12.7,15.1,19,6
1181,2022,Chevrolet,Tahoe,SUV: Standard,3,6,A10,D,11,8.4,9.8,29,3
1182,2022,Chevrolet,Tahoe,SUV: Standard,5.3,8,A10,X,15.8,11.8,14,20,6
1183,2022,Chevrolet,Tahoe (No Stop-Start),SUV: Standard,5.3,8,A10,X,16,11.9,14.1,20,6
1184,2022,Chevrolet,Tahoe 4WD,SUV: Standard,3,6,A10,D,11.7,9,10.5,27,3
1185,2022,Chevrolet,Tahoe 4WD,SUV: Standard,5.3,8,A10,X,15.8,11.8,14,20,6
1186,2022,Chevrolet,Tahoe 4WD (No Stop-Start),SUV: Standard,5.3,8,A10,X,17,12.7,15.1,19,6
1187,2022,Chevrolet,Tahoe 4WD,SUV: Standard,6.2,8,A10,Z,16.3,12.7,14.7,19,6
1188,2022,Chevrolet,Tahoe 4WD (No Stop-Start),SUV: Standard,6.2,8,A10,Z,17,12.7,15.1,19,6
1189,2022,Chevrolet,Trailblazer,SUV: Small,1.2,3,AV,X,8,7.6,7.8,36,7
1190,2022,Chevrolet,Trailblazer,SUV: Small,1.3,3,AV,X,8,7.2,7.6,37,7
1191,2022,Chevrolet,Trailblazer AWD,SUV: Small,1.3,3,A9,X,8.9,7.8,8.4,34,7
1192,2022,Chevrolet,Traverse,SUV: Standard,3.6,6,A9,X,13,8.8,11.1,25,6
1193,2022,Chevrolet,Traverse AWD,SUV: Standard,3.6,6,A9,X,13.6,9.6,11.8,24,6
1194,2022,Chevrolet,Trax,SUV: Small,1.4,4,AS6,X,9.7,7.3,8.6,33,7
1195,2022,Chevrolet,Trax AWD,SUV: Small,1.4,4,AS6,X,10.2,7.7,9.1,31,7
1196,2022,Chrysler,300,Full-size,3.6,6,A8,X,12.4,7.8,10.3,27,5
1197,2022,Chrysler,300,Full-size,5.7,8,A8,X,14.7,9.4,12.3,23,3
1198,2022,Chrysler,300 AWD,Full-size,3.6,6,A8,X,12.8,8.7,11,26,5
1199,2022,Chrysler,Grand Caravan,Minivan,3.6,6,A9,X,12.4,8.4,10.6,27,5
1200,2022,Chrysler,Pacifica,Minivan,3.6,6,A9,X,12.4,8.4,10.6,27,5
1201,2022,Chrysler,Pacifica AWD,Minivan,3.6,6,A9,X,14.1,9.4,12,24,5
1202,2022,Dodge,Challenger,Mid-size,3.6,6,A8,X,12.4,7.8,10.3,27,5
1203,2022,Dodge,Challenger (MDS),Mid-size,5.7,8,A8,X,14.7,9.4,12.3,23,3
1204,2022,Dodge,Challenger,Mid-size,5.7,8,M6,Z,15.6,10.1,13.1,22,1
1205,2022,Dodge,Challenger (MDS),Mid-size,6.4,8,A8,Z,15.8,9.6,13,22,1
1206,2022,Dodge,Challenger,Mid-size,6.4,8,M6,Z,16.7,10.4,13.9,20,1
1207,2022,Dodge,Challenger AWD,Mid-size,3.6,6,A8,X,12.8,8.7,11,26,5
1208,2022,Dodge,Challenger Widebody (MDS),Mid-size,6.4,8,A8,Z,15.8,9.6,13,22,1
1209,2022,Dodge,Challenger Widebody,Mid-size,6.4,8,M6,Z,16.7,10.4,13.9,20,1
1210,2022,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,A8,Z,17.6,10.7,14.5,19,1
1211,2022,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,M6,Z,18.1,11.4,15.1,19,1
1212,2022,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8,A8,Z,18.6,11.3,15.3,18,1
1213,2022,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8,M6,Z,18.1,11.4,15.1,19,1
1214,2022,Dodge,Charger,Full-size,3.6,6,A8,X,12.4,7.8,10.3,27,5
1215,2022,Dodge,Charger (MDS),Full-size,5.7,8,A8,X,14.7,9.4,12.3,23,3
1216,2022,Dodge,Charger (MDS),Full-size,6.4,8,A8,Z,15.8,9.6,13,22,1
1217,2022,Dodge,Charger AWD,Full-size,3.6,6,A8,X,12.8,8.7,11,26,5
1218,2022,Dodge,Charger Widebody (MDS),Full-size,6.4,8,A8,Z,15.8,9.6,13,22,1
1219,2022,Dodge,Charger SRT Hellcat Widebody,Full-size,6.2,8,A8,Z,19,11.5,15.6,18,1
1220,2022,Dodge,Durango AWD,SUV: Standard,3.6,6,A8,X,12.7,9.6,11.3,25,7
1221,2022,Dodge,Durango AWD,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,20,5
1222,2022,Dodge,Durango AWD SRT,SUV: Standard,6.4,8,A8,Z,18.3,12.2,15.6,18,1
1223,2022,FIAT,500X AWD,SUV: Small,1.3,4,A9,X,10,7.9,9.1,31,6
1224,2022,Ford,Bronco 4WD,SUV: Small,2.3,4,AS10,X,12.1,11.2,11.7,24,5
1225,2022,Ford,Bronco 4WD,SUV: Small,2.3,4,M7,X,12.1,11.4,11.8,24,5
1226,2022,Ford,Bronco 4WD,SUV: Small,2.7,6,AS10,X,12.8,11.9,12.4,23,6
1227,2022,Ford,Bronco Badlands 4WD,SUV: Small,2.3,4,AS10,X,13.5,14,13.7,21,5
1228,2022,Ford,Bronco Badlands 4WD,SUV: Small,2.3,4,M7,X,14.9,13.5,14.3,20,5
1229,2022,Ford,Bronco Badlands 4WD,SUV: Small,2.7,6,AS10,X,14.1,14.1,14.1,20,6
1230,2022,Ford,Bronco Black Diamond 4WD,SUV: Small,2.3,4,AS10,X,13.1,13.1,13.1,22,5
1231,2022,Ford,Bronco Black Diamond 4WD,SUV: Small,2.3,4,M7,X,13.8,12.4,13.2,21,5
1232,2022,Ford,Bronco Sasquatch 4WD,SUV: Small,2.3,4,AS10,X,13.1,13.8,13.4,21,5
1233,2022,Ford,Bronco Sasquatch 4WD,SUV: Small,2.3,4,M7,X,13.8,13.1,13.5,21,5
1234,2022,Ford,Bronco Sasquatch 4WD,SUV: Small,2.7,6,AS10,X,14.1,14.1,14.1,20,6
1235,2022,Ford,Bronco Sport 4WD,SUV: Small,1.5,3,A8,X,9.3,8.4,8.9,32,7
1236,2022,Ford,Bronco Sport 4WD,SUV: Small,2,4,AS8,X,11.1,9,10.2,27,5
1237,2022,Ford,EcoSport AWD,SUV: Small,2,4,AS6,X,10.4,8,9.3,30,5
1238,2022,Ford,Edge AWD,SUV: Small,2,4,A8,X,11.5,8.4,10.1,28,6
1239,2022,Ford,Edge AWD,SUV: Small,2,4,AS8,X,11.6,8.5,10.2,28,6
1240,2022,Ford,Edge AWD,SUV: Small,2.7,6,AS8,X,12.6,9.3,11.2,25,5
1241,2022,Ford,Escape,SUV: Small,1.5,3,A8,X,8.5,6.8,7.8,36,7
1242,2022,Ford,Escape AWD,SUV: Small,1.5,3,A8,X,9,7.6,8.4,34,7
1243,2022,Ford,Escape AWD,SUV: Small,2,4,A8,X,10.5,7.5,9.2,31,5
1244,2022,Ford,Escape Hybrid,SUV: Small,2.5,4,AV,X,5.4,6.3,5.8,49,7
1245,2022,Ford,Escape Hybrid AWD,SUV: Small,2.5,4,AV,X,5.5,6.4,5.9,48,7
1246,2022,Ford,Expedition 4X4,SUV: Standard,3.5,6,AS10,X,14.8,10.6,12.9,22,6
1247,2022,Ford,Expedition 4X4 (Without Stop-Start),SUV: Standard,3.5,6,AS10,X,15.4,11.2,13.5,21,6
1248,2022,Ford,Expedition Timberline 4X4,SUV: Standard,3.5,6,AS10,X,14.5,12.3,13.5,21,6
1249,2022,Ford,Expedition Timberline 4X4 (Without Stop-Start),SUV: Standard,3.5,6,AS10,X,15.2,12.3,13.9,20,6
1250,2022,Ford,Explorer AWD,SUV: Standard,2.3,4,A10,X,11.7,8.6,10.3,27,6
1251,2022,Ford,Explorer AWD (Without Stop-Start),SUV: Standard,2.3,4,A10,X,12,9,10.7,26,6
1252,2022,Ford,Explorer Timberline AWD,SUV: Standard,2.3,4,AS10,X,12.2,10.5,11.5,25,6
1253,2022,Ford,Explorer Timberline AWD (Without Stop-Start),SUV: Standard,2.3,4,AS10,X,12.5,11,11.8,24,6
1254,2022,Ford,Explorer AWD,SUV: Standard,3,6,A10,X,13.4,9.8,11.8,24,5
1255,2022,Ford,Explorer Hybrid AWD,SUV: Standard,3.3,6,AS10,X,10.1,9,9.6,29,6
1256,2022,Ford,F-150,Pickup truck: Standard,2.7,6,AS10,X,12.1,9.4,10.9,26,6
1257,2022,Ford,F-150 (Without Stop-Start),Pickup truck: Standard,2.7,6,AS10,X,13.5,10.1,12,24,6
1258,2022,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS10,X,12.1,9.8,11.1,25,6
1259,2022,Ford,F-150 FFV,Pickup truck: Standard,3.3,6,AS10,E,16.8,12.8,15,19,6
1260,2022,Ford,F-150,Pickup truck: Standard,3.5,6,AS10,X,13.1,9.9,11.7,24,6
1261,2022,Ford,F-150 (Without Stop-Start),Pickup truck: Standard,3.5,6,AS10,X,13.7,10,12,24,6
1262,2022,Ford,F-150 FFV,Pickup truck: Standard,5,8,AS10,X,14.4,10.8,12.8,22,5
1263,2022,Ford,F-150 FFV,Pickup truck: Standard,5,8,AS10,E,20.8,14.3,17.9,16,5
1264,2022,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,X,14.7,10.6,12.9,22,5
1265,2022,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5,8,AS10,E,20.1,14.1,17.4,16,5
1266,2022,Ford,F-150 4X4,Pickup truck: Standard,2.7,6,AS10,X,12.9,10.1,11.7,24,6
1267,2022,Ford,F-150 4X4 FFV,Pickup truck: Standard,3.3,6,AS10,X,12.6,10.7,11.8,24,6
